date,shift,machine_id,output_units,target_units,downtime_minutes,employees_present,quality_good_units,quality_total_units,unit_price,material_cost_per_unit,labor_cost,material_cost,downtime_cost,total_cost,revenue,profit
2025-01-04,3,2,89,101,54,5,88,89,158.9870847560544,78.94464291375044,800,7026.073219323789,450.0,8276.073219323789,14149.850543288841,5873.777323965052
2025-01-04,1,3,65,87,26,4,56,65,135.00784076946758,62.25516810152824,640,4046.585926599336,216.66666666666669,4903.252593266003,8775.509650015392,3872.2570567493894
2025-01-04,2,3,111,112,4,5,109,111,128.07723624408558,31.21579832157269,800,3464.953613694569,33.333333333333336,4298.286947027902,14216.5732230935,9918.286276065597
2025-01-04,3,3,87,96,43,5,86,87,195.39285770025873,75.74321951102243,800,6589.660097458952,358.3333333333333,7747.993430792285,16999.17861992251,9251.185189130225
2025-01-04,1,4,79,114,59,4,71,79,192.83185625877252,51.409207415865716,640,4061.3273858533917,491.66666666666663,5192.994052520059,15233.71664444303,10040.722591922971
2025-01-04,2,4,102,110,34,5,86,102,107.53462560061283,45.284850964359094,800,4619.0547983646275,283.3333333333333,5702.3881316979605,10968.531811262508,5266.143679564548
2025-01-04,3,4,84,111,22,4,73,84,116.94927466860925,57.840063122917506,640,4858.565302325071,183.33333333333331,5681.898635658404,9823.739072163176,4141.840436504773
2025-01-04,1,5,97,110,53,5,84,97,157.00611700893649,34.85882468853843,800,3381.3059947882275,441.66666666666663,4622.9726614548945,15229.593349866838,10606.620688411944
2025-01-04,2,5,100,111,46,5,91,100,114.0084015236524,55.91648261818683,800,5591.648261818684,383.33333333333337,6774.981595152017,11400.84015236524,4625.858557213222
2025-01-04,3,5,61,81,25,4,58,61,169.7015740995268,65.12420419935546,640,3972.576456160683,208.33333333333334,4820.909789494016,10351.796020071135,5530.886230577119
2025-01-05,1,1,111,118,28,5,96,111,125.6206943594458,60.575685543284024,800,6723.901095304526,233.33333333333334,7757.234428637859,13943.897073898484,6186.662645260625
2025-01-05,2,1,75,86,56,5,66,75,164.99639307777653,65.09834386288517,800,4882.375789716388,466.6666666666667,6149.042456383055,12374.729480833239,6225.687024450184
2025-01-05,3,1,92,95,13,5,80,92,133.79951568515358,48.779147631997205,800,4487.681582143743,108.33333333333334,5396.014915477076,12309.555443034129,6913.540527557053
2025-01-05,1,2,60,81,31,4,56,60,132.8152667474732,37.75208083638721,640,2265.1248501832324,258.33333333333337,3163.458183516566,7968.916004848392,4805.4578213318255
2025-01-05,2,2,89,101,57,5,80,89,125.0251360515864,31.94173672147116,800,2842.814568210933,475.0,4117.814568210933,11127.23710859119,7009.422540380256
2025-01-05,3,2,66,94,53,4,60,66,152.22432600548044,68.49967765493054,640,4520.9787252254155,441.66666666666663,5602.645391892082,10046.805516361708,4444.160124469626
2025-01-05,1,3,77,84,38,5,70,77,105.16817211686077,56.567731578407404,800,4355.71533153737,316.66666666666663,5472.381998204037,8097.94925299828,2625.567254794243
2025-01-05,2,3,101,114,54,5,88,101,113.27454222429698,78.47684335570796,800,7926.161178926503,450.0,9176.161178926504,11440.728764653995,2264.567585727491
2025-01-05,3,3,83,109,18,4,77,83,127.08322512620742,51.9485710352818,640,4311.731395928389,150.0,5101.731395928389,10547.907685475217,5446.176289546827
2025-01-05,1,4,97,105,36,5,86,97,108.08729666171976,51.41572374700539,800,4987.3252034595225,300.0,6087.3252034595225,10484.467776186817,4397.1425727272945
2025-01-05,2,4,64,91,52,4,63,64,191.52137276264804,52.11761148655522,640,3335.527135139534,433.33333333333337,4408.860468472867,12257.367856809475,7848.507388336608
2025-01-05,3,4,98,111,53,5,91,98,166.01973767177313,43.99669484729714,800,4311.67609503512,441.66666666666663,5553.342761701787,16269.934291833766,10716.59153013198
2025-01-05,1,5,87,95,38,5,77,87,161.1720746234352,50.980003121389494,800,4435.260271560886,316.66666666666663,5551.926938227553,14021.970492238863,8470.04355401131
2025-01-05,2,5,86,91,25,5,75,86,175.7846110464369,30.719674431487793,800,2641.8920011079504,208.33333333333334,3650.225334441284,15117.476549993575,11467.25121555229
2025-01-05,3,5,70,93,27,4,59,70,131.14133093912943,78.97552643107542,640,5528.28685017528,225.0,6393.28685017528,9179.89316573906,2786.6063155637803
2025-01-06,1,1,49,84,11,3,42,49,176.3364423003911,70.34564885253897,480,3446.9367937744096,91.66666666666666,4018.603460441076,8640.485672719164,4621.8822122780875
2025-01-06,2,1,64,115,32,3,58,64,139.85047343973736,60.79250490261082,480,3890.7203137670926,266.6666666666667,4637.38698043376,8950.43030014319,4313.043319709431
2025-01-06,3,1,46,84,35,3,42,46,137.46126146264712,61.292995785711824,480,2819.4778061427437,291.6666666666667,3591.14447280941,6323.218027281768,2732.0735544723575
2025-01-06,1,2,66,111,0,3,60,66,168.3963769398141,60.79255821949569,480,4012.3088424867155,0.0,4492.308842486716,11114.160878027731,6621.8520355410155
2025-01-06,2,2,50,95,54,3,42,50,186.71989335550037,61.820179872300564,480,3091.008993615028,450.0,4021.008993615028,9335.99466777502,5314.9856741599915
2025-01-06,3,2,56,99,23,3,48,56,157.33670416719332,36.425017661695506,480,2039.8009890549483,191.66666666666669,2711.467655721615,8810.855433362825,6099.38777764121
2025-01-06,1,3,45,116,11,2,38,45,196.11905638239142,75.26753209780318,320,3387.0389444011435,91.66666666666666,3798.70561106781,8825.357537207614,5026.651926139804
2025-01-06,2,3,63,108,12,3,54,63,103.89631323102336,60.91269421689464,480,3837.4997356643626,100.0,4417.499735664363,6545.467733554471,2127.9679978901086
2025-01-06,3,3,59,102,16,3,57,59,138.5396620965565,64.08068344863949,480,3780.76032346973,133.33333333333334,4394.093656803063,8173.840063696834,3779.7464068937707
2025-01-06,1,4,40,113,50,2,37,40,169.28903586919392,47.41683022265987,320,1896.6732089063948,416.6666666666667,2633.3398755730614,6771.5614347677565,4138.221559194695
2025-01-06,2,4,50,90,28,3,45,50,141.79460317155787,78.37902757601238,480,3918.951378800619,233.33333333333334,4632.284712133952,7089.730158577893,2457.4454464439414
2025-01-06,3,4,45,115,9,2,38,45,156.85202837499583,58.796228762904235,320,2645.830294330691,75.0,3040.830294330691,7058.341276874812,4017.5109825441214
2025-01-06,1,5,61,114,47,3,52,61,125.00164492161046,59.02720061719549,480,3600.659237648925,391.6666666666667,4472.325904315591,7625.100340218239,3152.7744359026474
2025-01-06,2,5,38,102,31,2,35,38,142.89940273750184,67.54355338957487,320,2566.655028803845,258.33333333333337,3144.9883621371787,5430.17730402507,2285.1889418878914
2025-01-06,3,5,38,104,34,2,37,38,190.25529066795667,55.26261862239286,320,2099.9795076509286,283.3333333333333,2703.312840984262,7229.701045382353,4526.388204398091
2025-01-07,1,1,79,104,21,4,77,79,109.99848871618633,32.67426483736845,640,2581.2669221521073,175.0,3396.2669221521073,8689.88060857872,5293.613686426613
2025-01-07,2,1,76,98,11,4,70,76,195.68008851264563,63.83849522121516,640,4851.725636812353,91.66666666666666,5583.39230347902,14871.686726961067,9288.294423482046
2025-01-07,3,1,69,98,57,4,62,69,109.1704147258481,60.12204629505595,640,4148.421194358861,475.0,5263.421194358861,7532.758616083519,2269.3374217246583
2025-01-07,1,2,74,100,35,4,68,74,178.12960504712026,35.6732301008724,640,2639.8190274645576,291.6666666666667,3571.485694131224,13181.5907734869,9610.105079355675
2025-01-07,2,2,91,118,13,4,86,91,144.1530501373377,74.38520913791498,640,6769.054031550264,108.33333333333334,7517.387364883597,13117.927562497729,5600.540197614132
2025-01-07,3,2,69,90,17,4,66,69,176.15106317174724,60.91090316581305,640,4202.852318441101,141.66666666666666,4984.518985107768,12154.42335885056,7169.904373742792
2025-01-07,1,3,115,117,6,5,109,115,122.25764175710304,49.832580097712594,800,5730.746711236949,50.0,6580.746711236949,14059.62880206685,7478.882090829902
2025-01-07,2,3,93,106,57,5,83,93,151.3326168692393,41.66140362122639,800,3874.5105367740543,475.0,5149.510536774054,14073.933368839254,8924.4228320652
2025-01-07,3,3,62,87,47,4,52,62,188.03599686384166,41.83425968410394,640,2593.7241004144444,391.6666666666667,3625.390767081111,11658.231805558184,8032.841038477072
2025-01-07,1,4,65,86,24,4,58,65,135.02182467003135,65.40905977915999,640,4251.588885645399,200.0,5091.588885645399,8776.418603552038,3684.8297179066385
2025-01-07,2,4,89,98,43,5,81,89,142.42220092469762,75.3177192547368,800,6703.277013671575,358.3333333333333,7861.610347004908,12675.575882298088,4813.9655352931795
2025-01-07,3,4,94,118,2,4,91,94,140.52020867814173,58.57365126025053,640,5505.923218463549,16.666666666666668,6162.589885130216,13208.899615745322,7046.309730615106
2025-01-07,1,5,93,99,27,5,91,93,182.2790351876693,67.2105828471649,800,6250.584204786336,225.0,7275.584204786336,16951.950272453247,9676.36606766691
2025-01-07,2,5,79,82,12,5,75,79,137.4870579523704,44.285604314093035,800,3498.5627408133496,100.0,4398.56274081335,10861.477578237262,6462.914837423912
2025-01-07,3,5,82,112,37,4,74,82,180.2109249026734,78.89503343771355,640,6469.392741892511,308.33333333333337,7417.726075225844,14777.295842019219,7359.569766793375
2025-01-08,1,1,96,100,15,5,85,96,199.29647961193004,33.68982823676994,800,3234.2235107299143,125.0,4159.223510729915,19132.462042745283,14973.238532015368
2025-01-08,2,1,109,114,18,5,106,109,162.93986381352624,64.78743444923086,800,7061.830354966163,150.0,8011.830354966163,17760.44515567436,9748.614800708196
2025-01-08,3,1,88,110,0,4,79,88,158.43143119231001,75.05790052454944,640,6605.09524616035,0.0,7245.09524616035,13941.965944923282,6696.870698762932
2025-01-08,1,2,87,90,11,5,80,87,139.45217986081298,35.33780329679422,800,3074.388886821097,91.66666666666666,3966.0555534877635,12132.339647890729,8166.284094402965
2025-01-08,2,2,76,87,57,5,67,76,146.36984049399823,47.667611401302636,800,3622.7384664990004,475.0,4897.738466499,11124.107877543865,6226.369411044865
2025-01-08,3,2,80,107,27,4,76,80,125.99498628542626,52.66204234144155,640,4212.963387315323,225.0,5077.963387315323,10079.598902834101,5001.6355155187775
2025-01-08,1,3,32,96,280,4,30,32,160.27818820232986,43.547882125756495,640,1393.5322280242078,2333.3333333333335,4366.865561357541,5128.902022474555,762.0364611170144
2025-01-08,2,3,48,92,165,4,44,48,194.05318271353835,50.83195288692396,640,2439.93373857235,1375.0,4454.93373857235,9314.55277024984,4859.61903167749
2025-01-08,3,3,43,84,166,4,37,43,108.27484200353061,73.83307429628964,640,3174.8221947404545,1383.3333333333333,5198.1555280737875,4655.818206151816,-542.3373219219711
2025-01-08,1,4,74,84,54,5,62,74,177.76022837352255,54.01850409331773,800,3997.369302905512,450.0,5247.369302905512,13154.256899640668,7906.887596735156
2025-01-08,2,4,86,90,20,5,81,86,196.99143978146031,72.10594615678544,800,6201.111369483548,166.66666666666666,7167.778036150215,16941.263821205586,9773.48578505537
2025-01-08,3,4,85,92,32,5,80,85,141.48195023376653,43.670353596535314,800,3711.980055705502,266.6666666666667,4778.646722372169,12025.965769870154,7247.319047497985
2025-01-08,1,5,64,85,27,4,58,64,199.97176732861305,79.83184185369527,640,5109.237878636497,225.0,5974.237878636497,12798.193109031236,6823.9552303947385
2025-01-08,2,5,75,102,36,4,67,75,175.70812020424557,48.89252746378932,640,3666.939559784199,300.0,4606.939559784199,13178.109015318418,8571.169455534218
2025-01-08,3,5,77,100,13,4,65,77,195.40510272587224,60.308731722544,640,4643.772342635888,108.33333333333334,5392.105675969221,15046.192909892163,9654.087233922943
2025-01-09,1,1,72,80,48,5,62,72,135.81627180328405,35.67787960998145,800,2568.8073319186647,400.0,3768.8073319186647,9778.771569836452,6009.964237917788
2025-01-09,2,1,92,105,57,5,83,92,177.2318391735639,56.008175055599665,800,5152.752105115169,475.0,6427.752105115169,16305.32920396788,9877.577098852711
2025-01-09,3,1,91,91,0,5,88,91,156.09379715353862,73.83268013291726,800,6718.773892095471,0.0,7518.773892095471,14204.535540972014,6685.761648876543
2025-01-09,1,2,69,96,47,4,64,69,175.51372556736192,61.01547756767323,640,4210.067952169453,391.6666666666667,5241.73461883612,12110.447064147973,6868.712445311853
2025-01-09,2,2,63,81,10,4,59,63,113.63714755867697,30.727233283394096,640,1935.815696853828,83.33333333333333,2659.1490301871613,7159.14029619665,4499.991266009489
2025-01-09,3,2,105,117,49,5,90,105,139.22440450997323,51.873746101186455,800,5446.743340624578,408.3333333333333,6655.076673957911,14618.562473547188,7963.485799589277
2025-01-09,1,3,80,113,51,4,73,80,145.09104474161043,75.52356392016365,640,6041.8851136130925,425.0,7106.8851136130925,11607.283579328834,4500.398465715742
2025-01-09,2,3,96,109,54,5,83,96,169.76418714934636,69.82358878369386,800,6703.0645232346105,450.0,7953.0645232346105,16297.36196633725,8344.29744310264
2025-01-09,3,3,63,89,55,4,62,63,176.89177413153976,33.311798892593295,640,2098.6433302333776,458.3333333333333,3196.976663566711,11144.181770287005,7947.205106720294
2025-01-09,1,4,78,84,33,5,70,78,134.74134082254142,40.45653955392571,800,3155.6100852062054,275.0,4230.610085206205,10509.82458415823,6279.214498952025
2025-01-09,2,4,64,90,50,4,62,64,146.0119158983572,59.238305297457686,640,3791.251539037292,416.6666666666667,4847.918205703959,9344.76261749486,4496.844411790901
2025-01-09,3,4,80,90,53,5,75,80,118.00672723492985,64.82507331135395,800,5186.005864908316,441.66666666666663,6427.672531574983,9440.538178794388,3012.865647219405
2025-01-09,1,5,103,104,2,5,89,103,151.5236054864211,78.65551746350522,800,8101.518298741038,16.666666666666668,8918.184965407703,15606.931365101374,6688.746399693671
2025-01-09,2,5,75,98,20,4,64,75,127.85903390319586,38.85052421383734,640,2913.7893160378003,166.66666666666666,3720.455982704467,9589.42754273969,5868.971560035223
2025-01-09,3,5,79,100,5,4,71,79,146.07787680327257,40.31668592028963,640,3185.018187702881,41.666666666666664,3866.6848543695473,11540.152267458534,7673.467413088987
2025-01-10,1,1,101,113,48,5,94,101,169.03948286293652,31.965606992054948,800,3228.5263061975497,400.0,4428.526306197549,17072.98776915659,12644.46146295904
2025-01-10,2,1,91,101,46,5,90,91,115.69776827161937,48.86429826210363,800,4446.65114185143,383.33333333333337,5629.984475184763,10528.496912717363,4898.5124375325995
2025-01-10,3,1,91,96,25,5,77,91,108.45170076806819,59.86390411277153,800,5447.615274262209,208.33333333333334,6455.948607595542,9869.104769894206,3413.1561622986637
2025-01-10,1,2,67,94,46,4,63,67,148.45229851910213,60.9127385765148,640,4081.1534846264913,383.33333333333337,5104.486817959824,9946.304000779843,4841.817182820018
2025-01-10,2,2,99,102,13,5,85,99,174.74709381337567,31.834160144529896,800,3151.5818543084597,108.33333333333334,4059.915187641793,17299.96228752419,13240.047099882398
2025-01-10,3,2,68,86,2,4,63,68,151.16774421156663,56.60567426326578,640,3849.185849902073,16.666666666666668,4505.85251656874,10279.40660638653,5773.554089817791
2025-01-10,1,3,85,97,57,5,74,85,139.71638325040826,35.243458326624044,800,2995.6939577630437,475.0,4270.693957763044,11875.892576284701,7605.198618521657
2025-01-10,2,3,109,116,27,5,98,109,132.20791655831783,40.572400349827234,800,4422.391638131168,225.0,5447.391638131168,14410.662904856645,8963.271266725476
2025-01-10,3,3,76,105,43,4,64,76,134.29268642782603,53.69849707152781,640,4081.085777436114,358.3333333333333,5079.419110769447,10206.244168514779,5126.825057745332
2025-01-10,1,4,70,89,2,4,60,70,108.69202880874236,56.85532709092739,640,3979.8728963649173,16.666666666666668,4636.539563031584,7608.442016611965,2971.902453580381
2025-01-10,2,4,102,113,46,5,93,102,143.16595462296794,36.37901513977819,800,3710.6595442573753,383.33333333333337,4893.992877590708,14602.92737154273,9708.934493952022
2025-01-10,3,4,114,116,5,5,97,114,124.43531554646546,54.91238489244701,800,6260.011877738959,41.666666666666664,7101.678544405626,14185.625972297063,7083.947427891437
2025-01-10,1,5,62,85,36,4,52,62,100.75343631340748,41.26663988562641,640,2558.5316729088377,300.0,3498.5316729088377,6246.713051431264,2748.1813785224263
2025-01-10,2,5,75,85,54,5,66,75,185.0817517836146,34.394381227007194,800,2579.5785920255394,450.0,3829.5785920255394,13881.131383771095,10051.552791745555
2025-01-10,3,5,102,109,30,5,92,102,184.23140352981818,32.58177389372564,800,3323.340937160015,250.0,4373.3409371600155,18791.603160041454,14418.262222881438
2025-01-11,1,1,80,110,39,4,71,80,199.72555347683942,74.83051314870104,640,5986.441051896083,325.0,6951.441051896083,15978.044278147154,9026.60322625107
2025-01-11,2,1,74,99,27,4,65,74,100.53000063976054,78.75335814725713,640,5827.748502897028,225.0,6692.748502897028,7439.22004734228,746.4715444452522
2025-01-11,3,1,96,109,55,5,83,96,182.08614731533527,65.92286354182768,800,6328.594900015458,458.3333333333333,7586.928233348791,17480.270142272188,9893.341908923398
2025-01-11,1,2,88,90,7,5,76,88,183.8582558702625,40.253878007472956,800,3542.3412646576203,58.333333333333336,4400.674597990953,16179.5265165831,11778.851918592147
2025-01-11,2,2,93,105,53,5,81,93,119.95069273383197,66.81235918492442,800,6213.549404197971,441.66666666666663,7455.216070864638,11155.414424246374,3700.1983533817356
2025-01-11,3,2,65,91,46,4,64,65,176.77795014428386,34.36450897948377,640,2233.693083666445,383.33333333333337,3257.0264169997786,11490.566759378451,8233.540342378672
2025-01-11,1,3,66,90,35,4,58,66,105.18235368224269,46.83021390969603,640,3090.794118039938,291.6666666666667,4022.4607847066045,6942.035343028017,2919.574558321413
2025-01-11,2,3,70,89,4,4,68,70,198.99602323899452,46.11769224873615,640,3228.2384574115304,33.333333333333336,3901.571790744864,13929.721626729617,10028.149835984754
2025-01-11,3,3,62,81,19,4,56,62,100.27108994143296,35.834803207084065,640,2221.7577988392122,158.33333333333331,3020.0911321725457,6216.807576368844,3196.716444196298
2025-01-11,1,4,89,94,23,5,81,89,179.42894499664624,35.334962505671804,800,3144.8116630047907,191.66666666666669,4136.478329671458,15969.176104701515,11832.697775030058
2025-01-11,2,4,73,84,59,5,63,73,112.42972234855448,66.54337376018222,800,4857.666284493302,491.66666666666663,6149.332951159969,8207.369731444476,2058.0367802845076
2025-01-11,3,4,81,88,33,5,70,81,106.64962673667775,67.05603246450295,800,5431.538629624739,275.0,6506.538629624739,8638.619765670897,2132.0811360461585
2025-01-11,1,5,88,101,59,5,86,88,113.97723766262895,69.76336559299452,800,6139.176172183517,491.66666666666663,7430.842838850184,10029.996914311349,2599.154075461164
2025-01-11,2,5,81,93,59,5,70,81,116.4265797930993,70.72873601156911,800,5729.027616937098,491.66666666666663,7020.694283603765,9430.552963241043,2409.8586796372783
2025-01-11,3,5,88,93,25,5,77,88,131.61965822964947,59.415333789752836,800,5228.549373498249,208.33333333333334,6236.882706831582,11582.529924209153,5345.647217377571
2025-01-12,1,1,89,97,39,5,81,89,171.3782454855326,74.98337226460865,800,6673.52013155017,325.0,7798.52013155017,15252.663848212402,7454.143716662232
2025-01-12,2,1,87,117,32,4,73,87,123.22126951468172,74.97872866372842,640,6523.149393744372,266.6666666666667,7429.816060411039,10720.25044777731,3290.43438736627
2025-01-12,3,1,63,81,13,4,60,63,122.90253909247963,57.14246553067045,640,3599.9753284322383,108.33333333333334,4348.308661765571,7742.859962826216,3394.5513010606455
2025-01-12,1,2,67,85,5,4,62,67,173.05491368093016,64.68588037016693,640,4333.953984801185,41.666666666666664,5015.6206514678515,11594.67921662232,6579.058565154469
2025-01-12,2,2,67,94,46,4,56,67,153.34610919763216,74.69462915254789,640,5004.540153220709,383.33333333333337,6027.873486554042,10274.189316241354,4246.3158296873125
2025-01-12,3,2,108,115,28,5,91,108,170.69804612434592,68.92859695253756,800,7444.288470874057,233.33333333333334,8477.62180420739,18435.388981429358,9957.767177221967
